epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
187,908.487,0.48327,0.37828,0.88146,0.76949,0.69605,0.76021,0.62924,0.61602,0.76438,0.92774,0.000433187,0.000433187,0.000433187
188,913.272,0.48999,0.38198,0.87435,0.73007,0.71263,0.75783,0.62432,0.612,0.7919,0.92972,0.000432156,0.000432156,0.000432156
189,918.042,0.48957,0.38541,0.88625,0.71512,0.72179,0.7579,0.61704,0.63622,0.76721,0.92667,0.000431125,0.000431125,0.000431125
190,922.87,0.46644,0.36961,0.87858,0.77458,0.68497,0.77143,0.63147,0.64929,0.72627,0.92871,0.000430094,0.000430094,0.000430094
191,927.679,0.47773,0.37033,0.89554,0.77402,0.70464,0.77863,0.63454,0.65786,0.70635,0.94036,0.000429063,0.000429063,0.000429063
192,932.496,0.48897,0.38138,0.88001,0.77715,0.70205,0.79479,0.65227,0.6587,0.68372,0.93549,0.000428031,0.000428031,0.000428031
193,937.288,0.47456,0.38693,0.88724,0.74901,0.72034,0.79161,0.64873,0.66095,0.72533,0.95628,0.000427,0.000427,0.000427
194,942.178,0.47788,0.38419,0.88415,0.74764,0.70366,0.78279,0.63741,0.72545,0.77633,1.01057,0.000425969,0.000425969,0.000425969
195,947.073,0.46832,0.379,0.87007,0.75973,0.71238,0.77671,0.6389,0.7111,0.74467,1.01173,0.000424938,0.000424938,0.000424938
196,951.892,0.45646,0.35952,0.87959,0.69167,0.76919,0.7702,0.62958,0.67388,0.73696,1.00449,0.000423906,0.000423906,0.000423906
197,956.721,0.45099,0.35134,0.87905,0.71115,0.73101,0.76061,0.62689,0.64849,0.75466,0.95614,0.000422875,0.000422875,0.000422875
198,961.57,0.46504,0.38008,0.87667,0.74985,0.69034,0.75264,0.62389,0.66075,0.74093,0.94329,0.000421844,0.000421844,0.000421844
199,966.431,0.45307,0.38468,0.88146,0.70058,0.74554,0.75604,0.6273,0.68095,0.73517,0.95744,0.000420812,0.000420812,0.000420812
200,971.281,0.45765,0.37738,0.87581,0.78884,0.67188,0.75091,0.61867,0.65633,0.76167,0.97016,0.000419781,0.000419781,0.000419781
201,976.034,0.46348,0.36789,0.8806,0.77916,0.66839,0.76157,0.63279,0.58884,0.74307,0.91787,0.00041875,0.00041875,0.00041875
202,980.876,0.49284,0.38379,0.89808,0.79678,0.68747,0.7768,0.63743,0.62368,0.69184,0.91924,0.000417719,0.000417719,0.000417719
203,985.668,0.46024,0.36732,0.87018,0.73616,0.73563,0.7907,0.66079,0.58342,0.66981,0.90358,0.000416687,0.000416687,0.000416687
204,990.412,0.48818,0.38427,0.89305,0.75073,0.72847,0.7963,0.6629,0.61412,0.67179,0.9132,0.000415656,0.000415656,0.000415656
205,995.181,0.48834,0.37463,0.88482,0.77647,0.69024,0.77817,0.65742,0.60728,0.70389,0.90779,0.000414625,0.000414625,0.000414625
206,999.957,0.47071,0.35176,0.87166,0.79337,0.64145,0.75247,0.62931,0.64057,0.77058,0.91482,0.000413594,0.000413594,0.000413594
207,1004.8,0.47094,0.3562,0.87826,0.75055,0.67042,0.74794,0.62385,0.63209,0.77082,0.90352,0.000412563,0.000412563,0.000412563
208,1009.56,0.47982,0.3674,0.87082,0.75753,0.69632,0.77111,0.64868,0.59769,0.75065,0.89668,0.000411531,0.000411531,0.000411531
209,1014.39,0.46474,0.3591,0.87958,0.77479,0.67712,0.76596,0.63607,0.60046,0.76146,0.89414,0.0004105,0.0004105,0.0004105
210,1019.11,0.44403,0.34788,0.87411,0.7365,0.72277,0.76026,0.63143,0.57928,0.75813,0.90072,0.000409469,0.000409469,0.000409469
211,1023.85,0.4547,0.36587,0.87158,0.74155,0.71898,0.77922,0.63561,0.62386,0.72909,0.92239,0.000408438,0.000408438,0.000408438
212,1028.6,0.45603,0.34525,0.86597,0.75223,0.69164,0.78214,0.63681,0.61749,0.71578,0.92167,0.000407406,0.000407406,0.000407406
213,1033.44,0.46202,0.36182,0.88226,0.73183,0.72388,0.76985,0.63168,0.61783,0.74369,0.92069,0.000406375,0.000406375,0.000406375
214,1038.2,0.46124,0.34541,0.87479,0.7538,0.71665,0.77003,0.63892,0.61361,0.74089,0.91771,0.000405344,0.000405344,0.000405344
215,1043.04,0.47067,0.3783,0.87704,0.76861,0.69495,0.77418,0.64418,0.58078,0.70344,0.9041,0.000404313,0.000404313,0.000404313
216,1047.84,0.44007,0.35072,0.87056,0.73607,0.70449,0.7749,0.64236,0.59579,0.72267,0.91145,0.000403281,0.000403281,0.000403281
217,1052.88,0.46457,0.34821,0.86605,0.79565,0.64481,0.78432,0.65414,0.60328,0.7274,0.9243,0.00040225,0.00040225,0.00040225
218,1057.7,0.45942,0.35315,0.86529,0.77703,0.68113,0.78708,0.65255,0.62157,0.7158,0.91254,0.000401219,0.000401219,0.000401219
219,1062.41,0.43421,0.34548,0.87461,0.74028,0.70145,0.77843,0.65737,0.58129,0.70711,0.9014,0.000400188,0.000400188,0.000400188
220,1067.12,0.4518,0.33935,0.86786,0.7503,0.69353,0.78023,0.64809,0.5985,0.70377,0.89265,0.000399156,0.000399156,0.000399156
221,1071.95,0.44725,0.35368,0.85943,0.75185,0.69837,0.7844,0.65565,0.58812,0.68782,0.89186,0.000398125,0.000398125,0.000398125
222,1076.77,0.44839,0.36502,0.8796,0.74352,0.70356,0.7746,0.65016,0.58157,0.70251,0.89038,0.000397094,0.000397094,0.000397094
223,1081.61,0.44569,0.36464,0.87932,0.75744,0.70557,0.76961,0.64578,0.57806,0.7013,0.90206,0.000396063,0.000396063,0.000396063
224,1086.45,0.4302,0.34895,0.86347,0.74929,0.69454,0.74599,0.61361,0.59816,0.77468,0.89498,0.000395031,0.000395031,0.000395031
225,1091.23,0.46468,0.35844,0.87191,0.71031,0.71524,0.75144,0.62104,0.59755,0.79607,0.89381,0.000394,0.000394,0.000394
226,1096.04,0.46264,0.35212,0.88395,0.71686,0.71987,0.75552,0.62571,0.60137,0.79064,0.89844,0.000392969,0.000392969,0.000392969
227,1100.84,0.44192,0.34498,0.87264,0.7103,0.72164,0.74402,0.61906,0.58621,0.76638,0.90335,0.000391937,0.000391937,0.000391937
228,1105.93,0.44613,0.33975,0.86843,0.76832,0.68224,0.7575,0.63178,0.59366,0.76352,0.90177,0.000390906,0.000390906,0.000390906
229,1110.83,0.42966,0.33677,0.87262,0.72731,0.72057,0.765,0.64135,0.58266,0.76457,0.9002,0.000389875,0.000389875,0.000389875
230,1115.65,0.44031,0.36421,0.86896,0.79504,0.68789,0.7716,0.64601,0.60069,0.75994,0.90185,0.000388844,0.000388844,0.000388844
231,1120.65,0.44887,0.34956,0.86657,0.75824,0.69237,0.76126,0.63014,0.62275,0.79237,0.91896,0.000387813,0.000387813,0.000387813
232,1125.65,0.44283,0.36338,0.88703,0.78119,0.73488,0.78718,0.64843,0.6123,0.68618,0.90621,0.000386781,0.000386781,0.000386781
233,1130.62,0.45588,0.3835,0.87461,0.78248,0.73532,0.79183,0.654,0.61139,0.66995,0.89806,0.00038575,0.00038575,0.00038575
234,1135.38,0.44105,0.35518,0.86898,0.74321,0.73188,0.79092,0.65473,0.59566,0.67827,0.89692,0.000384719,0.000384719,0.000384719
235,1140.41,0.44646,0.37084,0.8715,0.73586,0.70434,0.77109,0.63658,0.59427,0.71444,0.89231,0.000383688,0.000383688,0.000383688
236,1145.18,0.44755,0.35561,0.86686,0.78725,0.66463,0.76618,0.63473,0.6091,0.71467,0.89054,0.000382656,0.000382656,0.000382656
237,1150.06,0.45677,0.36632,0.87778,0.82023,0.67443,0.79199,0.65292,0.62072,0.68111,0.89965,0.000381625,0.000381625,0.000381625
238,1154.87,0.43491,0.34948,0.87076,0.79602,0.70326,0.80065,0.67091,0.58301,0.66307,0.88773,0.000380594,0.000380594,0.000380594
239,1159.66,0.41957,0.33138,0.87144,0.74959,0.71377,0.79011,0.65179,0.61539,0.69912,0.89683,0.000379562,0.000379562,0.000379562
240,1164.5,0.42534,0.33915,0.87081,0.70009,0.75812,0.77554,0.64413,0.61498,0.72297,0.90077,0.000378531,0.000378531,0.000378531
241,1169.45,0.42742,0.33211,0.86603,0.72999,0.68918,0.76116,0.63411,0.60062,0.73307,0.89642,0.0003775,0.0003775,0.0003775
242,1174.17,0.42735,0.34657,0.87291,0.71504,0.71961,0.76991,0.639,0.59012,0.72298,0.8971,0.000376469,0.000376469,0.000376469
243,1178.98,0.44213,0.33427,0.87277,0.74476,0.72926,0.78228,0.64934,0.59112,0.68258,0.89376,0.000375438,0.000375438,0.000375438
244,1183.69,0.43035,0.33969,0.85914,0.76711,0.69956,0.78538,0.65507,0.61742,0.68056,0.9077,0.000374406,0.000374406,0.000374406
245,1188.39,0.43491,0.34017,0.85715,0.80547,0.6648,0.78899,0.6587,0.6521,0.70574,0.93773,0.000373375,0.000373375,0.000373375
246,1193.3,0.42659,0.33731,0.87479,0.7865,0.6911,0.78257,0.65005,0.66415,0.68805,0.95661,0.000372344,0.000372344,0.000372344
247,1198.19,0.42647,0.3268,0.85522,0.78089,0.68255,0.77601,0.64578,0.69848,0.74638,0.96692,0.000371313,0.000371313,0.000371313
248,1202.97,0.39954,0.32462,0.86758,0.81068,0.66975,0.77342,0.63781,0.6988,0.74377,0.96263,0.000370281,0.000370281,0.000370281
249,1207.89,0.43889,0.33102,0.86431,0.7833,0.65516,0.77408,0.64357,0.64503,0.71879,0.94839,0.00036925,0.00036925,0.00036925
250,1212.84,0.44015,0.34602,0.86513,0.73371,0.68166,0.77118,0.63622,0.65081,0.72395,0.94878,0.000368219,0.000368219,0.000368219
251,1217.82,0.4204,0.33316,0.8555,0.77998,0.66551,0.77058,0.64089,0.59793,0.72123,0.8989,0.000367187,0.000367187,0.000367187
252,1222.63,0.43293,0.33337,0.86934,0.77979,0.65555,0.7563,0.63191,0.59742,0.74735,0.90018,0.000366156,0.000366156,0.000366156
253,1227.34,0.42523,0.3236,0.8581,0.75846,0.65165,0.73037,0.61174,0.59418,0.77606,0.91153,0.000365125,0.000365125,0.000365125
254,1232.27,0.42632,0.32439,0.85592,0.73952,0.66233,0.73211,0.61434,0.60605,0.83491,0.92466,0.000364094,0.000364094,0.000364094
255,1237.28,0.43521,0.33312,0.87649,0.69342,0.692,0.74392,0.62005,0.6379,0.84474,0.94034,0.000363062,0.000363062,0.000363062
256,1242.03,0.4322,0.35102,0.8705,0.74199,0.6798,0.75261,0.62635,0.66516,0.79977,0.95709,0.000362031,0.000362031,0.000362031
257,1246.92,0.43035,0.32201,0.85576,0.73024,0.69705,0.7477,0.62329,0.63226,0.79683,0.92466,0.000361,0.000361,0.000361
258,1251.69,0.42137,0.35122,0.86765,0.81577,0.64677,0.77438,0.64945,0.62533,0.77351,0.91298,0.000359969,0.000359969,0.000359969
259,1256.47,0.41868,0.32608,0.87308,0.76405,0.71184,0.76364,0.63522,0.59396,0.76044,0.87657,0.000358938,0.000358938,0.000358938
260,1261.18,0.41728,0.3263,0.85411,0.79844,0.7029,0.77075,0.64383,0.59639,0.70458,0.87701,0.000357906,0.000357906,0.000357906
261,1266.03,0.42989,0.34974,0.86113,0.78366,0.70997,0.77131,0.63463,0.60493,0.70554,0.88823,0.000356875,0.000356875,0.000356875
262,1271.06,0.42465,0.32617,0.85959,0.72414,0.7382,0.76428,0.63475,0.58757,0.71326,0.88805,0.000355844,0.000355844,0.000355844
263,1276.06,0.42809,0.32741,0.86546,0.71857,0.76298,0.76435,0.63365,0.58435,0.70669,0.8855,0.000354812,0.000354812,0.000354812
264,1280.92,0.42338,0.33005,0.86247,0.79916,0.68716,0.77084,0.64716,0.58073,0.71768,0.88967,0.000353781,0.000353781,0.000353781
265,1285.79,0.42574,0.33382,0.86515,0.76386,0.69101,0.77581,0.64729,0.5916,0.7331,0.90077,0.00035275,0.00035275,0.00035275
266,1290.67,0.41555,0.33018,0.85224,0.76422,0.69329,0.77513,0.65144,0.58508,0.72054,0.90799,0.000351719,0.000351719,0.000351719
267,1295.48,0.41097,0.3224,0.85759,0.78026,0.67974,0.77644,0.65075,0.57763,0.73375,0.90672,0.000350687,0.000350687,0.000350687
268,1300.37,0.43252,0.3264,0.86462,0.7697,0.703,0.77881,0.65032,0.5744,0.74011,0.90207,0.000349656,0.000349656,0.000349656
269,1305.16,0.4104,0.31314,0.85011,0.80653,0.67216,0.77534,0.64939,0.58607,0.75629,0.89818,0.000348625,0.000348625,0.000348625
270,1310.06,0.41101,0.32207,0.86746,0.73868,0.73415,0.77781,0.65006,0.5964,0.73316,0.89584,0.000347594,0.000347594,0.000347594
271,1314.9,0.40457,0.30945,0.853,0.7968,0.68874,0.7686,0.64191,0.5941,0.74055,0.89106,0.000346563,0.000346563,0.000346563
272,1319.7,0.41005,0.32139,0.85547,0.76844,0.72736,0.76438,0.63808,0.59502,0.70555,0.89123,0.000345531,0.000345531,0.000345531
273,1324.44,0.41874,0.31928,0.85708,0.76427,0.7423,0.78626,0.65486,0.58759,0.67285,0.88776,0.0003445,0.0003445,0.0003445
274,1329.11,0.40296,0.31786,0.86248,0.78639,0.71575,0.78975,0.64962,0.60183,0.68319,0.89555,0.000343469,0.000343469,0.000343469
275,1334.08,0.4229,0.32481,0.86824,0.77863,0.71962,0.80218,0.66413,0.59735,0.68699,0.89319,0.000342438,0.000342438,0.000342438
276,1338.92,0.40565,0.31304,0.86388,0.82347,0.68635,0.8013,0.66794,0.61125,0.68429,0.91918,0.000341406,0.000341406,0.000341406
277,1343.82,0.41788,0.3154,0.85771,0.76565,0.72093,0.798,0.66743,0.63722,0.71006,0.92598,0.000340375,0.000340375,0.000340375
278,1348.86,0.41192,0.31951,0.86213,0.70912,0.74214,0.78207,0.65396,0.64046,0.7206,0.93072,0.000339344,0.000339344,0.000339344
279,1353.92,0.40663,0.31478,0.85513,0.71982,0.71978,0.76644,0.64047,0.59848,0.73123,0.89624,0.000338313,0.000338313,0.000338313
280,1358.79,0.41955,0.31766,0.86409,0.74557,0.69882,0.77567,0.65086,0.58292,0.72822,0.88969,0.000337281,0.000337281,0.000337281
281,1363.65,0.42041,0.31643,0.85625,0.77232,0.70965,0.78694,0.66528,0.57886,0.69279,0.88669,0.00033625,0.00033625,0.00033625
282,1368.36,0.40763,0.311,0.8623,0.75967,0.73075,0.78641,0.66344,0.58958,0.69349,0.89746,0.000335219,0.000335219,0.000335219
283,1373.16,0.38906,0.31273,0.85153,0.74668,0.7251,0.77218,0.65254,0.58733,0.71188,0.90714,0.000334188,0.000334188,0.000334188
284,1378.03,0.40759,0.30964,0.85766,0.7509,0.72259,0.76606,0.64477,0.57913,0.71904,0.91389,0.000333156,0.000333156,0.000333156
285,1382.82,0.39286,0.30841,0.85164,0.78627,0.66742,0.77726,0.65248,0.57406,0.70103,0.90693,0.000332125,0.000332125,0.000332125
286,1387.68,0.39574,0.31936,0.86493,0.74381,0.70508,0.76688,0.63747,0.59025,0.69858,0.90457,0.000331094,0.000331094,0.000331094
287,1392.51,0.40471,0.3172,0.85142,0.79601,0.67337,0.76848,0.63821,0.6048,0.71756,0.89221,0.000330063,0.000330063,0.000330063
288,1397.25,0.40055,0.30662,0.85008,0.71337,0.74895,0.76225,0.63656,0.57685,0.70131,0.88893,0.000329031,0.000329031,0.000329031
289,1402.05,0.40367,0.31443,0.85955,0.79036,0.68702,0.76611,0.64093,0.58027,0.69103,0.8865,0.000328,0.000328,0.000328
290,1406.92,0.37336,0.28803,0.84758,0.80716,0.69002,0.76902,0.64584,0.56317,0.70487,0.87807,0.000326969,0.000326969,0.000326969
291,1411.73,0.40434,0.31619,0.86275,0.79531,0.71345,0.7763,0.64367,0.56317,0.69307,0.87775,0.000325938,0.000325938,0.000325938
292,1416.51,0.40273,0.31377,0.85393,0.77269,0.73273,0.78024,0.64932,0.57593,0.69304,0.88103,0.000324906,0.000324906,0.000324906
293,1421.28,0.41382,0.31831,0.85727,0.80682,0.72368,0.79545,0.66036,0.60382,0.66993,0.90513,0.000323875,0.000323875,0.000323875
294,1426.11,0.40902,0.30801,0.86145,0.76624,0.74795,0.7908,0.66174,0.60314,0.65598,0.92354,0.000322844,0.000322844,0.000322844
295,1430.62,0.39348,0.31012,0.85243,0.78924,0.73021,0.78297,0.65302,0.61577,0.66149,0.93091,0.000321812,0.000321812,0.000321812
296,1435.23,0.38641,0.30008,0.85434,0.72066,0.76062,0.77299,0.65167,0.58073,0.69616,0.88612,0.000320781,0.000320781,0.000320781
297,1439.71,0.37407,0.28645,0.84492,0.74526,0.73216,0.76693,0.64477,0.56373,0.6937,0.88036,0.00031975,0.00031975,0.00031975
298,1444.3,0.39816,0.30773,0.8472,0.75818,0.74593,0.77681,0.65402,0.55765,0.67951,0.87918,0.000318719,0.000318719,0.000318719
299,1448.83,0.39197,0.30548,0.85683,0.77004,0.74765,0.79136,0.66497,0.55739,0.65957,0.87633,0.000317688,0.000317688,0.000317688
300,1453.41,0.38954,0.30735,0.86133,0.7686,0.73094,0.80444,0.67126,0.56382,0.64693,0.87583,0.000316656,0.000316656,0.000316656
301,1458.02,0.3962,0.32143,0.85874,0.81766,0.6924,0.8016,0.6693,0.5794,0.67236,0.88282,0.000315625,0.000315625,0.000315625
302,1462.54,0.41834,0.3186,0.85659,0.75139,0.72664,0.79252,0.65982,0.62268,0.71244,0.91444,0.000314594,0.000314594,0.000314594
303,1467.09,0.41422,0.31969,0.85162,0.80199,0.69999,0.79279,0.6558,0.6404,0.69223,0.94091,0.000313563,0.000313563,0.000313563
304,1471.6,0.3852,0.30023,0.84663,0.80393,0.71891,0.80121,0.66982,0.62633,0.66477,0.93739,0.000312531,0.000312531,0.000312531
305,1476.09,0.38954,0.30718,0.85733,0.73303,0.76473,0.79827,0.66319,0.6388,0.65719,0.9393,0.0003115,0.0003115,0.0003115
306,1480.67,0.39413,0.30472,0.84479,0.77115,0.73111,0.79941,0.66569,0.64547,0.65479,0.92805,0.000310469,0.000310469,0.000310469
307,1485.21,0.3889,0.30335,0.85361,0.81968,0.7103,0.80479,0.66375,0.65976,0.67034,0.94891,0.000309437,0.000309437,0.000309437
308,1489.87,0.39795,0.31324,0.85902,0.76782,0.7401,0.79667,0.65976,0.63534,0.66689,0.92263,0.000308406,0.000308406,0.000308406
309,1494.46,0.37366,0.28747,0.84378,0.76962,0.73214,0.7976,0.65898,0.59709,0.66017,0.88758,0.000307375,0.000307375,0.000307375
310,1499.04,0.3787,0.29599,0.85058,0.79637,0.6871,0.79353,0.65857,0.57581,0.67291,0.88565,0.000306344,0.000306344,0.000306344
311,1503.58,0.42374,0.33294,0.86032,0.80128,0.6959,0.79422,0.65734,0.62269,0.6761,0.90483,0.000305312,0.000305312,0.000305312
312,1508.11,0.38808,0.29709,0.85439,0.78845,0.6918,0.78324,0.65295,0.61156,0.69354,0.91973,0.000304281,0.000304281,0.000304281
313,1512.79,0.38257,0.29664,0.84309,0.75102,0.70415,0.76152,0.6407,0.57015,0.74024,0.88081,0.00030325,0.00030325,0.00030325
314,1517.35,0.39448,0.31028,0.86232,0.76558,0.68786,0.76064,0.64153,0.56712,0.74522,0.8866,0.000302219,0.000302219,0.000302219
315,1521.87,0.39287,0.29807,0.84854,0.75562,0.71312,0.76666,0.641,0.57375,0.73056,0.88929,0.000301188,0.000301188,0.000301188
316,1526.41,0.39718,0.29849,0.85324,0.76032,0.71613,0.78092,0.64865,0.58004,0.70992,0.8928,0.000300156,0.000300156,0.000300156
317,1530.96,0.36869,0.29282,0.84664,0.79049,0.70088,0.78903,0.66384,0.58274,0.67973,0.89302,0.000299125,0.000299125,0.000299125
318,1535.49,0.37218,0.29654,0.85762,0.76854,0.74538,0.79048,0.66147,0.58635,0.68498,0.89181,0.000298094,0.000298094,0.000298094
319,1540.05,0.3853,0.29772,0.85445,0.79402,0.72555,0.78995,0.65129,0.61548,0.69962,0.8969,0.000297063,0.000297063,0.000297063
320,1544.6,0.37315,0.28487,0.84085,0.77369,0.74356,0.77954,0.64272,0.68077,0.72062,0.9493,0.000296031,0.000296031,0.000296031
321,1549.28,0.40383,0.29988,0.84934,0.79936,0.71887,0.7774,0.64524,0.65563,0.76279,0.92309,0.000295,0.000295,0.000295
322,1553.81,0.37473,0.29473,0.8538,0.80161,0.71102,0.78099,0.65218,0.60886,0.75181,0.90049,0.000293969,0.000293969,0.000293969
323,1558.38,0.39753,0.305,0.85148,0.76582,0.74463,0.78881,0.65535,0.58501,0.69128,0.89218,0.000292938,0.000292938,0.000292938
324,1563,0.36596,0.29191,0.85042,0.80866,0.69612,0.78473,0.65033,0.58847,0.65677,0.89673,0.000291906,0.000291906,0.000291906
325,1567.57,0.40195,0.30979,0.86263,0.77188,0.73291,0.79481,0.66103,0.59329,0.65144,0.90382,0.000290875,0.000290875,0.000290875
326,1572.08,0.38896,0.30371,0.85149,0.81768,0.68478,0.80003,0.66327,0.60818,0.65466,0.90258,0.000289844,0.000289844,0.000289844
327,1576.63,0.36693,0.29032,0.84566,0.75281,0.72799,0.77355,0.64646,0.60023,0.69509,0.89499,0.000288813,0.000288813,0.000288813
328,1581.21,0.3686,0.28467,0.83707,0.77917,0.69139,0.76215,0.63489,0.59782,0.71578,0.89858,0.000287781,0.000287781,0.000287781
329,1585.69,0.37263,0.29138,0.84496,0.76569,0.7187,0.7705,0.64618,0.58281,0.71909,0.89637,0.00028675,0.00028675,0.00028675
330,1590.27,0.37715,0.28675,0.85966,0.78471,0.72746,0.79357,0.66258,0.57644,0.66486,0.89063,0.000285719,0.000285719,0.000285719
331,1594.78,0.36761,0.27863,0.84394,0.75662,0.74146,0.79833,0.66047,0.57704,0.65034,0.88487,0.000284688,0.000284688,0.000284688
332,1599.62,0.38677,0.30161,0.84679,0.76603,0.73248,0.79301,0.65575,0.56617,0.66165,0.88446,0.000283656,0.000283656,0.000283656
333,1604.25,0.38079,0.28353,0.84472,0.72591,0.75676,0.78725,0.65386,0.5615,0.67797,0.88363,0.000282625,0.000282625,0.000282625
334,1608.85,0.35859,0.27155,0.8342,0.73445,0.74378,0.78845,0.65854,0.56583,0.67598,0.88185,0.000281594,0.000281594,0.000281594
335,1613.52,0.38157,0.29441,0.85122,0.77975,0.69211,0.78989,0.66357,0.56104,0.67641,0.88169,0.000280562,0.000280562,0.000280562
336,1618.03,0.36436,0.26883,0.8473,0.78661,0.68899,0.78825,0.66087,0.56218,0.6776,0.87936,0.000279531,0.000279531,0.000279531
337,1622.59,0.38294,0.30296,0.83991,0.78116,0.69206,0.77993,0.65875,0.56244,0.69589,0.88014,0.0002785,0.0002785,0.0002785
338,1627.11,0.39368,0.29557,0.85241,0.74148,0.73279,0.77891,0.65237,0.59015,0.71107,0.88927,0.000277469,0.000277469,0.000277469
339,1631.65,0.36693,0.2791,0.83593,0.76678,0.70668,0.77867,0.64872,0.57869,0.70691,0.88417,0.000276437,0.000276437,0.000276437
340,1636.18,0.37288,0.29538,0.85401,0.81252,0.66694,0.78468,0.65491,0.57588,0.69435,0.88416,0.000275406,0.000275406,0.000275406
341,1640.71,0.37843,0.29611,0.84695,0.81567,0.68287,0.78725,0.66018,0.57719,0.6966,0.88485,0.000274375,0.000274375,0.000274375
342,1645.19,0.36416,0.28838,0.84776,0.7983,0.70378,0.78805,0.65365,0.59477,0.73504,0.8884,0.000273344,0.000273344,0.000273344
343,1649.8,0.3898,0.29774,0.84735,0.79244,0.7209,0.79519,0.66392,0.57138,0.69127,0.8799,0.000272313,0.000272313,0.000272313
344,1654.37,0.35854,0.28288,0.85454,0.78698,0.7008,0.79096,0.65551,0.57078,0.67196,0.88132,0.000271281,0.000271281,0.000271281
345,1658.92,0.37655,0.30184,0.84327,0.7905,0.70872,0.78822,0.65936,0.56706,0.66056,0.88452,0.00027025,0.00027025,0.00027025
346,1663.56,0.3611,0.28054,0.8382,0.77258,0.71663,0.78937,0.65544,0.56958,0.65684,0.88604,0.000269219,0.000269219,0.000269219
347,1668.07,0.3713,0.28649,0.84796,0.78535,0.69797,0.78513,0.65155,0.56361,0.73523,0.88641,0.000268188,0.000268188,0.000268188
348,1672.64,0.36105,0.2859,0.85336,0.782,0.69589,0.78651,0.6573,0.58592,0.76576,0.89132,0.000267156,0.000267156,0.000267156
349,1677.23,0.3688,0.29041,0.847,0.77715,0.70274,0.79145,0.66359,0.57772,0.74925,0.88708,0.000266125,0.000266125,0.000266125
350,1681.78,0.34581,0.27947,0.84244,0.7644,0.72262,0.79821,0.66642,0.59292,0.69055,0.88681,0.000265094,0.000265094,0.000265094
351,1686.26,0.36126,0.27644,0.84584,0.79426,0.71558,0.79833,0.66746,0.59943,0.65615,0.89025,0.000264062,0.000264062,0.000264062
352,1690.81,0.38113,0.2942,0.84507,0.74829,0.7625,0.7926,0.66459,0.59775,0.65154,0.89241,0.000263031,0.000263031,0.000263031
353,1695.32,0.35449,0.27859,0.84148,0.76986,0.72116,0.7875,0.65903,0.59472,0.66351,0.89412,0.000262,0.000262,0.000262
354,1699.8,0.37969,0.29995,0.86291,0.72321,0.74995,0.77947,0.64967,0.58946,0.68952,0.89329,0.000260969,0.000260969,0.000260969
355,1704.44,0.3787,0.29356,0.85204,0.75123,0.70077,0.77043,0.64145,0.60015,0.71166,0.9013,0.000259938,0.000259938,0.000259938
356,1708.91,0.34985,0.27647,0.85347,0.78478,0.66492,0.7707,0.63861,0.59828,0.71851,0.89834,0.000258906,0.000258906,0.000258906
357,1713.42,0.36772,0.29222,0.85106,0.79723,0.66419,0.77586,0.64729,0.58654,0.7074,0.89217,0.000257875,0.000257875,0.000257875
358,1717.96,0.36427,0.27676,0.84121,0.80344,0.68396,0.78111,0.64682,0.58621,0.70702,0.89216,0.000256844,0.000256844,0.000256844
359,1722.48,0.35572,0.28232,0.84184,0.82872,0.67093,0.78189,0.65356,0.57319,0.70439,0.88874,0.000255813,0.000255813,0.000255813
360,1727.01,0.35685,0.28397,0.84846,0.81347,0.68448,0.78361,0.64969,0.57365,0.70099,0.88395,0.000254781,0.000254781,0.000254781
361,1731.62,0.3619,0.28226,0.85389,0.77814,0.6986,0.78732,0.65552,0.57393,0.68434,0.88426,0.00025375,0.00025375,0.00025375
362,1736.23,0.3511,0.27054,0.83353,0.77825,0.69664,0.77516,0.64463,0.5749,0.68799,0.88125,0.000252719,0.000252719,0.000252719
363,1740.94,0.36357,0.28212,0.84503,0.79034,0.6959,0.78917,0.65631,0.57825,0.68436,0.88275,0.000251687,0.000251687,0.000251687
364,1745.48,0.34432,0.26304,0.8442,0.77135,0.74953,0.79427,0.66476,0.57726,0.67202,0.88834,0.000250656,0.000250656,0.000250656
365,1750.01,0.33575,0.27268,0.83381,0.76228,0.75573,0.78894,0.65609,0.57756,0.66765,0.88949,0.000249625,0.000249625,0.000249625
366,1754.49,0.35136,0.27192,0.8482,0.7959,0.70955,0.78151,0.64959,0.57581,0.68208,0.88486,0.000248594,0.000248594,0.000248594
367,1759.12,0.33672,0.26386,0.83752,0.75596,0.74072,0.7748,0.64146,0.57166,0.69702,0.88499,0.000247563,0.000247563,0.000247563
368,1763.7,0.35123,0.27865,0.84871,0.76009,0.75389,0.78187,0.64817,0.57566,0.68242,0.88697,0.000246531,0.000246531,0.000246531
369,1768.27,0.3635,0.28493,0.83942,0.77394,0.73464,0.79201,0.6612,0.56958,0.67382,0.8877,0.0002455,0.0002455,0.0002455
370,1772.76,0.34918,0.27353,0.84638,0.81331,0.69951,0.78837,0.66336,0.56693,0.6798,0.88392,0.000244469,0.000244469,0.000244469
371,1777.35,0.35981,0.2813,0.83659,0.79389,0.73117,0.78928,0.66337,0.57144,0.67403,0.88677,0.000243437,0.000243437,0.000243437
