epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,186.962,0.71745,0.74942,0.97643,0.64836,0.66703,0.69423,0.53803,0.83788,1.03454,1.04378,0.000585813,0.000585813,0.000585813
40,191.751,0.71121,0.73775,0.98908,0.68911,0.58442,0.67147,0.53326,0.67411,0.8915,0.98153,0.000584781,0.000584781,0.000584781
41,196.623,0.72849,0.72732,1.00166,0.66134,0.66524,0.71083,0.56912,0.65783,0.91207,0.97543,0.00058375,0.00058375,0.00058375
42,201.528,0.69953,0.71371,0.99052,0.7048,0.65978,0.73131,0.58826,0.6644,0.89256,0.95962,0.000582719,0.000582719,0.000582719
43,206.456,0.68616,0.69748,0.96312,0.70722,0.69364,0.74627,0.59714,0.64664,0.88837,0.95812,0.000581687,0.000581687,0.000581687
44,211.289,0.70608,0.70226,0.99275,0.70914,0.70083,0.73731,0.58087,0.70435,0.89626,0.97915,0.000580656,0.000580656,0.000580656
45,216.049,0.67001,0.65958,0.97056,0.74624,0.67841,0.74253,0.59941,0.66649,0.89871,0.97424,0.000579625,0.000579625,0.000579625
46,220.687,0.68323,0.64416,0.95683,0.63229,0.65542,0.68404,0.55393,0.64626,1.07469,0.9482,0.000578594,0.000578594,0.000578594
47,225.179,0.70977,0.66722,0.97507,0.74157,0.64299,0.73593,0.5879,0.64094,0.98447,0.9312,0.000577563,0.000577563,0.000577563
48,229.591,0.70134,0.66637,0.97823,0.65499,0.64015,0.70677,0.57709,0.62039,0.89371,0.925,0.000576531,0.000576531,0.000576531
49,234.125,0.68461,0.67999,0.97611,0.70628,0.66593,0.70115,0.57735,0.63032,0.90733,0.92994,0.0005755,0.0005755,0.0005755
50,238.879,0.66834,0.63646,0.96352,0.69193,0.63906,0.72653,0.58352,0.6759,0.88789,0.95706,0.000574469,0.000574469,0.000574469
51,243.685,0.68253,0.66372,0.96495,0.72323,0.6668,0.73886,0.60708,0.64957,0.98162,0.97107,0.000573438,0.000573438,0.000573438
52,248.565,0.71571,0.67629,0.96237,0.66107,0.65331,0.69075,0.56213,0.65573,1.00741,0.95651,0.000572406,0.000572406,0.000572406
53,253.399,0.6568,0.61163,0.947,0.74051,0.66988,0.74288,0.58973,0.67558,0.82752,0.96824,0.000571375,0.000571375,0.000571375
54,258.162,0.65756,0.61664,0.95448,0.73145,0.70371,0.7681,0.61831,0.63779,0.78128,0.95829,0.000570344,0.000570344,0.000570344
55,263.032,0.64833,0.63944,0.9696,0.7472,0.67663,0.75336,0.5994,0.66851,0.82726,0.96535,0.000569313,0.000569313,0.000569313
56,268.048,0.64011,0.5958,0.93866,0.70793,0.64907,0.723,0.58485,0.66361,0.90517,0.97995,0.000568281,0.000568281,0.000568281
57,272.865,0.64994,0.63015,0.97969,0.68658,0.6631,0.71362,0.57205,0.7009,0.99239,0.98817,0.00056725,0.00056725,0.00056725
58,277.724,0.67704,0.63613,0.96242,0.64406,0.63857,0.69163,0.55443,0.67389,0.98986,0.99173,0.000566219,0.000566219,0.000566219
59,282.541,0.64114,0.56297,0.96141,0.72624,0.63158,0.73386,0.58845,0.67729,0.87723,0.99917,0.000565188,0.000565188,0.000565188
60,287.489,0.65369,0.59133,0.95841,0.75387,0.68625,0.75475,0.61122,0.65135,0.78939,0.97825,0.000564156,0.000564156,0.000564156
61,292.858,0.65656,0.61564,0.97184,0.72136,0.62564,0.72654,0.59321,0.6599,0.87372,0.97231,0.000563125,0.000563125,0.000563125
62,298.053,0.66878,0.59196,0.93639,0.79629,0.62397,0.74577,0.6154,0.62259,0.87513,0.95549,0.000562094,0.000562094,0.000562094
63,302.988,0.62999,0.59213,0.95688,0.76717,0.66955,0.75425,0.61603,0.64823,0.77536,0.94664,0.000561063,0.000561063,0.000561063
64,307.816,0.66134,0.63397,0.97385,0.75228,0.66181,0.76482,0.62319,0.62533,0.76849,0.93415,0.000560031,0.000560031,0.000560031
65,312.699,0.63971,0.60326,0.95858,0.73759,0.68007,0.76158,0.61479,0.63909,0.76437,0.95566,0.000559,0.000559,0.000559
66,317.49,0.66576,0.61541,0.97663,0.70509,0.66454,0.73979,0.60397,0.62947,0.85145,0.94312,0.000557969,0.000557969,0.000557969
67,322.369,0.66847,0.61368,0.96499,0.71223,0.63964,0.71527,0.57577,0.67089,0.89017,0.9546,0.000556938,0.000556938,0.000556938
68,327.289,0.65666,0.56801,0.96345,0.68179,0.67196,0.72762,0.58154,0.77482,0.90679,1.01737,0.000555906,0.000555906,0.000555906
69,332.136,0.66803,0.59831,0.96822,0.71837,0.63232,0.71199,0.5699,0.82525,0.94639,1.0538,0.000554875,0.000554875,0.000554875
70,336.95,0.65614,0.59313,0.97146,0.73587,0.58743,0.7073,0.57558,0.71102,1.0272,0.9844,0.000553844,0.000553844,0.000553844
71,341.796,0.67461,0.58024,0.96497,0.68475,0.68692,0.73521,0.59403,0.6171,0.85633,0.9441,0.000552813,0.000552813,0.000552813
72,346.775,0.63689,0.56808,0.94209,0.71275,0.70169,0.74861,0.60083,0.64322,0.84555,0.96188,0.000551781,0.000551781,0.000551781
73,351.655,0.65509,0.56565,0.95865,0.74376,0.68125,0.76255,0.61683,0.65706,0.83337,0.959,0.00055075,0.00055075,0.00055075
74,356.484,0.64012,0.55079,0.95349,0.70937,0.66401,0.702,0.57125,0.74104,1.00619,0.9812,0.000549719,0.000549719,0.000549719
75,361.301,0.62987,0.53539,0.94668,0.67383,0.68009,0.68897,0.55576,0.72846,0.89754,0.97313,0.000548688,0.000548688,0.000548688
76,366.171,0.65719,0.55461,0.96034,0.72742,0.73103,0.76652,0.62496,0.68408,0.75894,0.97596,0.000547656,0.000547656,0.000547656
77,371.043,0.66382,0.56025,0.96302,0.76261,0.69321,0.78097,0.63522,0.68048,0.76683,0.9662,0.000546625,0.000546625,0.000546625
78,375.994,0.64109,0.5426,0.94793,0.7459,0.70468,0.76443,0.6272,0.64587,0.77036,0.93249,0.000545594,0.000545594,0.000545594
79,380.781,0.60949,0.52279,0.93899,0.71887,0.72095,0.74452,0.60714,0.63761,0.91014,0.9308,0.000544563,0.000544563,0.000544563
80,385.745,0.59768,0.5295,0.92233,0.74664,0.70739,0.74205,0.59315,0.68211,0.84085,0.953,0.000543531,0.000543531,0.000543531
81,390.66,0.62868,0.54301,0.95093,0.7306,0.69243,0.75003,0.61006,0.64356,0.83282,0.95598,0.0005425,0.0005425,0.0005425
82,395.455,0.63237,0.54102,0.9504,0.69427,0.68851,0.74326,0.60193,0.64192,0.81059,0.94748,0.000541469,0.000541469,0.000541469
83,400.339,0.62671,0.54824,0.92525,0.74669,0.67151,0.7613,0.6184,0.62736,0.78398,0.95561,0.000540438,0.000540438,0.000540438
84,405.274,0.64771,0.52867,0.94809,0.7273,0.64751,0.74717,0.60996,0.69501,0.84469,0.98605,0.000539406,0.000539406,0.000539406
85,410.261,0.6142,0.54212,0.94239,0.69475,0.71515,0.75001,0.61329,0.69919,0.87561,0.98123,0.000538375,0.000538375,0.000538375
86,415.383,0.6138,0.5241,0.92963,0.77049,0.68401,0.75363,0.61062,0.66394,0.7966,0.97158,0.000537344,0.000537344,0.000537344
87,420.377,0.62954,0.53941,0.93278,0.6981,0.72923,0.75943,0.61382,0.63137,0.75932,0.96164,0.000536313,0.000536313,0.000536313
88,425.181,0.60709,0.53342,0.91696,0.7345,0.73071,0.78451,0.63657,0.64903,0.71215,0.96867,0.000535281,0.000535281,0.000535281
89,430.14,0.61765,0.52761,0.92344,0.73979,0.74435,0.78098,0.62305,0.65965,0.71821,0.96888,0.00053425,0.00053425,0.00053425
90,435.052,0.58625,0.48806,0.92652,0.74355,0.71966,0.78899,0.63598,0.64655,0.69,0.95034,0.000533219,0.000533219,0.000533219
91,440.031,0.58731,0.49665,0.93314,0.76859,0.67794,0.78179,0.62815,0.64918,0.71677,0.94694,0.000532187,0.000532187,0.000532187
92,444.937,0.57982,0.49229,0.92232,0.78254,0.69031,0.785,0.63542,0.63827,0.71536,0.9509,0.000531156,0.000531156,0.000531156
93,449.729,0.58727,0.48999,0.92272,0.69366,0.71496,0.75977,0.6128,0.67964,0.81432,0.97143,0.000530125,0.000530125,0.000530125
94,454.6,0.58326,0.49924,0.9212,0.71306,0.68244,0.75296,0.60837,0.64796,0.86624,0.93135,0.000529094,0.000529094,0.000529094
95,459.402,0.59347,0.49009,0.94473,0.76317,0.68064,0.77139,0.63112,0.62155,0.87034,0.93078,0.000528062,0.000528062,0.000528062
96,464.214,0.5701,0.49083,0.92035,0.74095,0.62583,0.72129,0.58873,0.65111,0.83842,0.96211,0.000527031,0.000527031,0.000527031
97,469.131,0.57664,0.49584,0.91671,0.72913,0.66052,0.73498,0.59268,0.67797,0.86016,0.97432,0.000526,0.000526,0.000526
98,474.029,0.61309,0.51498,0.94529,0.71536,0.68822,0.74206,0.5921,0.70404,0.88419,0.98053,0.000524969,0.000524969,0.000524969
99,478.973,0.58344,0.48014,0.92489,0.72089,0.68391,0.75369,0.61121,0.65122,0.78185,0.9448,0.000523937,0.000523937,0.000523937
100,483.786,0.58314,0.47018,0.93111,0.74905,0.70695,0.77123,0.62398,0.6402,0.73251,0.93338,0.000522906,0.000522906,0.000522906
101,488.82,0.63838,0.51056,0.93738,0.72889,0.72483,0.77943,0.63771,0.62957,0.71868,0.94102,0.000521875,0.000521875,0.000521875
102,494.087,0.58935,0.48785,0.90545,0.69447,0.74734,0.78582,0.6427,0.63659,0.71698,0.94475,0.000520844,0.000520844,0.000520844
103,499.231,0.57832,0.47874,0.93086,0.73463,0.71182,0.76856,0.62192,0.81772,0.81065,1.05062,0.000519812,0.000519812,0.000519812
104,504.124,0.58489,0.48077,0.93388,0.7254,0.72752,0.77507,0.63082,0.79872,0.81711,1.08554,0.000518781,0.000518781,0.000518781
105,509.003,0.53783,0.44983,0.89645,0.73177,0.69954,0.75491,0.61603,0.68365,0.80338,0.98935,0.00051775,0.00051775,0.00051775
106,513.824,0.58257,0.46658,0.92537,0.77318,0.67588,0.75445,0.61733,0.67345,0.78933,0.97705,0.000516719,0.000516719,0.000516719
107,518.711,0.57576,0.4569,0.90893,0.79497,0.68277,0.77683,0.63657,0.63407,0.76228,0.94987,0.000515688,0.000515688,0.000515688
108,523.489,0.56913,0.45705,0.91902,0.76922,0.68517,0.74523,0.60729,0.68458,0.85075,0.96772,0.000514656,0.000514656,0.000514656
109,528.348,0.55206,0.45056,0.92559,0.78054,0.65599,0.75046,0.6204,0.64302,0.80339,0.93071,0.000513625,0.000513625,0.000513625
110,533.318,0.55154,0.45149,0.9146,0.71556,0.71691,0.77192,0.63277,0.61237,0.756,0.90214,0.000512594,0.000512594,0.000512594
111,538.18,0.55555,0.45606,0.90831,0.74296,0.69497,0.76894,0.63256,0.59853,0.81922,0.90178,0.000511562,0.000511562,0.000511562
112,543.068,0.57816,0.48305,0.90706,0.71209,0.69324,0.75384,0.61973,0.61653,0.82902,0.91966,0.000510531,0.000510531,0.000510531
113,547.888,0.54097,0.43009,0.89968,0.71865,0.6795,0.73807,0.60474,0.62843,0.86499,0.93144,0.0005095,0.0005095,0.0005095
114,552.723,0.57732,0.47286,0.91883,0.77645,0.67597,0.7731,0.63749,0.64108,0.8037,0.94957,0.000508469,0.000508469,0.000508469
115,557.525,0.56365,0.46397,0.91462,0.7416,0.6855,0.75498,0.62268,0.66753,0.79534,0.96837,0.000507438,0.000507438,0.000507438
116,562.292,0.56268,0.46141,0.92802,0.68916,0.65292,0.72206,0.59749,0.6508,0.8479,0.95584,0.000506406,0.000506406,0.000506406
117,567.185,0.54224,0.45262,0.90127,0.7071,0.62951,0.71626,0.59701,0.62887,0.86105,0.94149,0.000505375,0.000505375,0.000505375
118,572.021,0.55927,0.43968,0.90833,0.71956,0.64706,0.73202,0.60207,0.68243,0.81209,0.96381,0.000504344,0.000504344,0.000504344
119,576.869,0.55779,0.45013,0.90232,0.67784,0.71292,0.74148,0.61589,0.64289,0.75469,0.94736,0.000503313,0.000503313,0.000503313
120,581.702,0.55468,0.45021,0.90993,0.74597,0.68398,0.75552,0.62825,0.62841,0.75636,0.94474,0.000502281,0.000502281,0.000502281
121,586.587,0.54114,0.43115,0.9115,0.75417,0.68979,0.75137,0.62595,0.60536,0.7671,0.9335,0.00050125,0.00050125,0.00050125
122,591.549,0.56146,0.43716,0.91066,0.67762,0.76455,0.7576,0.62494,0.6505,0.75333,0.94045,0.000500219,0.000500219,0.000500219
123,596.42,0.53413,0.43269,0.89436,0.7427,0.75945,0.77176,0.62845,0.67512,0.71539,0.95536,0.000499187,0.000499187,0.000499187
124,601.273,0.54636,0.43694,0.91517,0.77401,0.70871,0.7704,0.62689,0.67698,0.73474,0.95857,0.000498156,0.000498156,0.000498156
125,606.141,0.55052,0.43898,0.91074,0.77413,0.71452,0.77218,0.62717,0.66687,0.73279,0.93289,0.000497125,0.000497125,0.000497125
126,610.883,0.53563,0.43906,0.90672,0.78157,0.6686,0.751,0.61425,0.65051,0.78121,0.93852,0.000496094,0.000496094,0.000496094
127,615.741,0.52142,0.43778,0.89774,0.74719,0.70962,0.75994,0.61689,0.65912,0.7533,0.93849,0.000495063,0.000495063,0.000495063
128,620.584,0.50064,0.41664,0.89326,0.73875,0.69224,0.73703,0.59916,0.67764,0.833,0.95867,0.000494031,0.000494031,0.000494031
129,625.456,0.53568,0.43057,0.90397,0.72199,0.72895,0.75435,0.61887,0.67376,0.79247,0.96315,0.000493,0.000493,0.000493
130,630.486,0.53648,0.42457,0.90141,0.74095,0.70474,0.75275,0.61686,0.65527,0.74609,0.98348,0.000491969,0.000491969,0.000491969
131,635.407,0.53739,0.44331,0.9007,0.72927,0.71376,0.75557,0.61965,0.66553,0.77276,0.9912,0.000490937,0.000490937,0.000490937
132,640.241,0.53998,0.42724,0.89885,0.77279,0.69363,0.75361,0.61652,0.65995,0.80254,0.99858,0.000489906,0.000489906,0.000489906
133,645.133,0.53329,0.44127,0.90941,0.70094,0.71657,0.73892,0.60809,0.64909,0.85396,0.99437,0.000488875,0.000488875,0.000488875
134,650.001,0.5583,0.45666,0.90323,0.74543,0.68818,0.75801,0.62044,0.7076,0.86352,1.00987,0.000487844,0.000487844,0.000487844
135,654.817,0.5272,0.41539,0.89887,0.75895,0.70625,0.78019,0.63793,0.72184,0.81468,0.98841,0.000486812,0.000486812,0.000486812
136,659.701,0.52021,0.42286,0.90663,0.74322,0.71101,0.76439,0.62483,0.64235,0.89628,0.93621,0.000485781,0.000485781,0.000485781
137,664.456,0.5208,0.42052,0.88847,0.74396,0.71022,0.77557,0.63279,0.63156,0.78721,0.94943,0.00048475,0.00048475,0.00048475
138,669.232,0.51542,0.41588,0.89526,0.70604,0.71974,0.74496,0.59385,0.65414,0.79993,0.97431,0.000483719,0.000483719,0.000483719
139,674.129,0.53462,0.42193,0.91252,0.65277,0.71382,0.71838,0.57451,0.67739,0.83254,0.98123,0.000482687,0.000482687,0.000482687
140,678.994,0.52794,0.42285,0.90288,0.73646,0.67805,0.74107,0.59597,0.67348,0.76745,0.97823,0.000481656,0.000481656,0.000481656
141,683.834,0.5314,0.42902,0.8968,0.71401,0.71836,0.74455,0.60828,0.65827,0.74535,0.96719,0.000480625,0.000480625,0.000480625
142,688.796,0.51837,0.44661,0.90741,0.72619,0.67904,0.74729,0.5997,0.71891,0.97437,0.96721,0.000479594,0.000479594,0.000479594
143,693.636,0.51857,0.40937,0.88809,0.7332,0.6775,0.75575,0.61716,0.66698,0.95621,0.94963,0.000478562,0.000478562,0.000478562
144,698.537,0.52966,0.42977,0.8907,0.66913,0.75276,0.74352,0.60905,0.65853,0.88413,0.93159,0.000477531,0.000477531,0.000477531
145,703.417,0.50997,0.42189,0.90064,0.75944,0.67477,0.75116,0.6127,0.65787,0.86855,0.93213,0.0004765,0.0004765,0.0004765
146,708.26,0.53069,0.42728,0.9107,0.78555,0.66391,0.7411,0.61407,0.64781,0.91057,0.92828,0.000475469,0.000475469,0.000475469
147,713.134,0.51849,0.43924,0.8933,0.78048,0.70764,0.7596,0.61897,0.62376,0.86816,0.93211,0.000474437,0.000474437,0.000474437
148,718.041,0.51976,0.41742,0.90335,0.79725,0.72718,0.78785,0.64428,0.61385,0.69346,0.94496,0.000473406,0.000473406,0.000473406
149,723.064,0.52672,0.40715,0.89296,0.80962,0.71571,0.77213,0.63137,0.6377,0.70077,0.96429,0.000472375,0.000472375,0.000472375
150,727.833,0.51178,0.41592,0.89843,0.79633,0.68121,0.77233,0.62815,0.63403,0.7284,0.9551,0.000471344,0.000471344,0.000471344
151,732.715,0.51547,0.4135,0.9032,0.73081,0.72891,0.75436,0.61306,0.63027,0.80194,0.95567,0.000470312,0.000470312,0.000470312
152,737.461,0.53458,0.42701,0.90616,0.75865,0.70625,0.7514,0.61533,0.62058,0.78235,0.94432,0.000469281,0.000469281,0.000469281
153,742.72,0.50659,0.40367,0.88714,0.79203,0.67046,0.75849,0.61364,0.65534,0.74528,0.94615,0.00046825,0.00046825,0.00046825
154,747.73,0.49885,0.41323,0.89342,0.75599,0.69798,0.77955,0.64435,0.68484,0.74532,0.96786,0.000467219,0.000467219,0.000467219
155,752.72,0.49779,0.39421,0.88139,0.6685,0.74107,0.76391,0.62442,0.70948,0.7473,0.96516,0.000466188,0.000466188,0.000466188
156,757.624,0.50987,0.40981,0.90214,0.77879,0.68903,0.79045,0.64578,0.70701,0.73274,0.98329,0.000465156,0.000465156,0.000465156
157,762.522,0.51565,0.42283,0.89242,0.77085,0.67229,0.76885,0.62496,0.6336,0.7991,0.94932,0.000464125,0.000464125,0.000464125
158,767.31,0.49634,0.39428,0.89442,0.78391,0.65019,0.74806,0.61517,0.64441,0.86029,0.92615,0.000463094,0.000463094,0.000463094
159,772.085,0.50878,0.40682,0.87611,0.8107,0.65826,0.77461,0.63239,0.64048,0.73911,0.92422,0.000462063,0.000462063,0.000462063
160,776.859,0.49478,0.40648,0.8888,0.75934,0.71771,0.77685,0.63163,0.62352,0.70032,0.93198,0.000461031,0.000461031,0.000461031
161,781.68,0.52046,0.43167,0.89525,0.76277,0.67709,0.75908,0.61016,0.64004,0.75217,0.94694,0.00046,0.00046,0.00046
162,786.56,0.52786,0.45069,0.91058,0.80469,0.68688,0.7881,0.6419,0.62722,0.70871,0.94937,0.000458969,0.000458969,0.000458969
163,791.312,0.49527,0.40873,0.89023,0.79489,0.67712,0.75404,0.61952,0.63824,0.75289,0.95084,0.000457938,0.000457938,0.000457938
164,796.151,0.50769,0.40586,0.90577,0.78142,0.66964,0.75389,0.62274,0.62441,0.77056,0.92505,0.000456906,0.000456906,0.000456906
165,800.97,0.51655,0.434,0.89911,0.77037,0.65012,0.75138,0.62109,0.60393,0.75609,0.92855,0.000455875,0.000455875,0.000455875
166,805.904,0.50969,0.39316,0.88751,0.7202,0.72503,0.76912,0.6309,0.62574,0.70435,0.93739,0.000454844,0.000454844,0.000454844
167,810.829,0.47836,0.37246,0.88479,0.74582,0.71611,0.763,0.62194,0.64284,0.75114,0.96019,0.000453813,0.000453813,0.000453813
168,815.64,0.50193,0.3943,0.90119,0.76651,0.69323,0.78093,0.64681,0.62174,0.71472,0.94625,0.000452781,0.000452781,0.000452781
169,820.599,0.52032,0.39453,0.90476,0.73773,0.6662,0.7311,0.60249,0.62059,0.77898,0.94232,0.00045175,0.00045175,0.00045175
170,825.422,0.523,0.40946,0.88842,0.74422,0.69317,0.75153,0.62851,0.60446,0.7703,0.93141,0.000450719,0.000450719,0.000450719
171,830.217,0.50138,0.39194,0.89178,0.77988,0.68385,0.78934,0.65676,0.59031,0.71156,0.91981,0.000449688,0.000449688,0.000449688
172,835.093,0.50008,0.40281,0.89096,0.76151,0.69545,0.79087,0.6617,0.60778,0.71585,0.9244,0.000448656,0.000448656,0.000448656
173,840.012,0.49034,0.38816,0.88486,0.77488,0.67327,0.76961,0.63359,0.60817,0.73501,0.89983,0.000447625,0.000447625,0.000447625
174,844.874,0.49388,0.38435,0.88927,0.77972,0.6672,0.76183,0.62889,0.61171,0.73524,0.89987,0.000446594,0.000446594,0.000446594
175,849.78,0.50953,0.40114,0.88791,0.76367,0.66037,0.76643,0.62906,0.59325,0.7041,0.8948,0.000445562,0.000445562,0.000445562
176,854.839,0.48208,0.39246,0.88114,0.78695,0.66089,0.77475,0.63854,0.58571,0.71176,0.89705,0.000444531,0.000444531,0.000444531
177,859.824,0.45868,0.36703,0.87265,0.7373,0.70719,0.77934,0.64648,0.59652,0.73117,0.90181,0.0004435,0.0004435,0.0004435
178,864.722,0.4817,0.39181,0.87995,0.80239,0.66697,0.78948,0.64986,0.60898,0.74155,0.90162,0.000442469,0.000442469,0.000442469
179,869.713,0.47691,0.37672,0.88177,0.75772,0.75175,0.80504,0.65875,0.61685,0.69505,0.90929,0.000441438,0.000441438,0.000441438
180,874.712,0.4612,0.37562,0.88313,0.76199,0.76197,0.81098,0.66601,0.62266,0.67861,0.90607,0.000440406,0.000440406,0.000440406
181,879.702,0.49798,0.37793,0.88944,0.75436,0.73924,0.79494,0.65502,0.65645,0.68998,0.90877,0.000439375,0.000439375,0.000439375
182,884.583,0.49469,0.38807,0.89685,0.74181,0.71486,0.77455,0.64208,0.64022,0.69042,0.89601,0.000438344,0.000438344,0.000438344
183,889.447,0.48324,0.38407,0.89946,0.73356,0.73555,0.78833,0.65237,0.62034,0.6644,0.8957,0.000437312,0.000437312,0.000437312
184,894.328,0.47777,0.37723,0.88287,0.75441,0.73533,0.77236,0.63963,0.6326,0.72529,0.92011,0.000436281,0.000436281,0.000436281
185,899.044,0.46756,0.37184,0.88232,0.76256,0.71081,0.75932,0.62734,0.65448,0.77124,0.94047,0.00043525,0.00043525,0.00043525
186,903.775,0.49131,0.39852,0.89863,0.75639,0.72097,0.75605,0.62266,0.6676,0.78758,0.95474,0.000434219,0.000434219,0.000434219
