epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,1990.82,0.45009,0.3628,0.8929,0.78335,0.7489,0.80701,0.67594,0.64384,0.804,1.06858,0.000441438,0.000441438,0.000441438
180,2001.51,0.45951,0.37499,0.89652,0.76127,0.78519,0.8317,0.69268,0.66237,0.69411,1.08,0.000440406,0.000440406,0.000440406
181,2011.64,0.42736,0.35657,0.87734,0.81145,0.7597,0.8338,0.69248,0.63794,0.61424,1.08653,0.000439375,0.000439375,0.000439375
182,2021.96,0.45146,0.37232,0.90429,0.79183,0.72057,0.81987,0.68245,0.65607,0.654,1.11456,0.000438344,0.000438344,0.000438344
183,2032.47,0.44831,0.37668,0.90005,0.80058,0.69205,0.80835,0.67917,0.65873,0.69969,1.11815,0.000437312,0.000437312,0.000437312
184,2043.06,0.43781,0.36926,0.87372,0.7816,0.7404,0.81911,0.6868,0.61512,0.68877,1.05799,0.000436281,0.000436281,0.000436281
185,2053.05,0.44744,0.36838,0.8854,0.78395,0.7631,0.82374,0.69235,0.6177,0.65916,1.05134,0.00043525,0.00043525,0.00043525
186,2063.52,0.4213,0.33882,0.88374,0.79154,0.74175,0.82919,0.7051,0.6078,0.68945,1.04352,0.000434219,0.000434219,0.000434219
187,2073.93,0.45524,0.36784,0.88996,0.78184,0.75828,0.82197,0.69472,0.62505,0.70727,1.0615,0.000433187,0.000433187,0.000433187
188,2084.74,0.41869,0.35377,0.87614,0.77135,0.78506,0.83212,0.70104,0.61862,0.69829,1.05512,0.000432156,0.000432156,0.000432156
189,2094.67,0.44871,0.37689,0.88699,0.78831,0.77074,0.82998,0.69732,0.6328,0.69707,1.04497,0.000431125,0.000431125,0.000431125
190,2107.33,0.44118,0.35122,0.87497,0.74659,0.7761,0.82001,0.69166,0.66613,0.77369,1.06871,0.000430094,0.000430094,0.000430094
191,2120.64,0.43281,0.33607,0.87316,0.78724,0.77802,0.83364,0.70098,0.65334,0.78266,1.04325,0.000429063,0.000429063,0.000429063
192,2131.39,0.43678,0.34449,0.88768,0.79514,0.7755,0.83646,0.7054,0.60232,0.69465,1.00668,0.000428031,0.000428031,0.000428031
193,2141.37,0.43224,0.34139,0.88571,0.78561,0.77394,0.83511,0.69975,0.61229,0.68848,1.01452,0.000427,0.000427,0.000427
194,2152.03,0.43146,0.33903,0.88502,0.84854,0.71576,0.8326,0.70305,0.6088,0.69825,1.02943,0.000425969,0.000425969,0.000425969
195,2162.6,0.44032,0.3496,0.88697,0.7819,0.7658,0.82655,0.6961,0.61439,0.68366,1.03893,0.000424938,0.000424938,0.000424938
